Region,Year,ARatio
World,1995,37.9
World,1994,37.9
World,1993,37.9
World,1992,37.6
World,1991,37.2
World,1990,37.2
World,1989,37.1
World,1988,37
World,1987,36.8
World,1986,36.7
World,1985,36.5
World,1984,36.2
World,1983,36.1
World,1982,35.9
World,1981,35.8
World,1980,35.8
World,1979,35.7
World,1978,35.5
World,1977,35.5
World,1976,35.5
World,1975,35.5
World,1974,35.4
World,1973,35.3
World,1972,35.2
World,1971,35.1
World,1970,35
World,1969,34.9
World,1968,34.7
World,1967,34.7
World,1966,34.6
World,1965,34.5
World,1964,34.4
World,1963,34.3
World,1962,34.2
World,1961,34.2
